,person_dim_id,vehicle_count,hhincome_broad,car_share,numadults,numchildren,age_category,gender,employment,education,license,o_tract10
10451,19102005703,2 vehicles,"$25,000-$49,999",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033021903.0
10452,19102005704,2 vehicles,"$25,000-$49,999",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033022400.0
10453,19102007301,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061051100.0
10454,19102007302,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061051100.0
10455,19102008901,1 vehicle,"$25,000-$49,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033024000.0
10456,19102008902,1 vehicle,"$25,000-$49,999",No,2,0,18-64 years,Male,Not currently employed,Graduate/post-graduate degree,"No, does not have a license or permit",53033009100.0
10457,19102011301,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Male,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005100.0
10458,19102013601,1 vehicle,"$25,000-$49,999",No,2,0,65 years+,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033025803.0
10459,19102013602,1 vehicle,"$25,000-$49,999",No,2,0,65 years+,Male,Retired,Some college,"Yes, has an intermediate or unrestricted license",53033025803.0
10460,19102014001,1 vehicle,"$100,000 or more",No,3,0,18-64 years,Female,Self-employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033009500.0
10461,19102014002,1 vehicle,"$100,000 or more",No,3,0,65 years+,Female,Retired,High school graduate,"No, does not have a license or permit",53033009500.0
10462,19102015401,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033004700.0
10463,19102015402,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033003400.0
10464,19102020401,3 vehicles,"$100,000 or more",Yes,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033006100.0
10465,19102020402,3 vehicles,"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033006100.0
10466,19102022801,0 (no vehicles),"$50,000-$74,999",No,4,0,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004302.0
10467,19102022802,0 (no vehicles),"$50,000-$74,999",No,4,0,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004302.0
10468,19102022803,0 (no vehicles),"$50,000-$74,999",No,4,0,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004302.0
10469,19102022804,0 (no vehicles),"$50,000-$74,999",No,4,0,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004302.0
10470,19102027601,0 (no vehicles),"$100,000 or more",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033006700.0
10471,19102029901,0 (no vehicles),"$25,000-$49,999",No,1,0,65 years+,Male,Retired,High school graduate,"Yes, has an intermediate or unrestricted license",53033010600.0
10472,19102034001,2 vehicles,"$100,000 or more",No,3,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053072310.0
10473,19102034002,2 vehicles,"$100,000 or more",No,3,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053072310.0
10474,19102041201,0 (no vehicles),"$75,000-$99,999",Yes,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007900.0
10475,19102041401,1 vehicle,"$100,000 or more",No,2,0,65 years+,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53035090900.0
10476,19102041402,1 vehicle,"$100,000 or more",No,2,0,65 years+,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53035090700.0
10477,19102041501,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033008100.0
10478,19102042401,1 vehicle,"Under $25,000",No,1,0,18-64 years,Unknown,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061040900.0
10479,19102044501,1 vehicle,"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032309.0
10480,19102044502,1 vehicle,"$100,000 or more",Yes,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032309.0
10481,19102045101,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Female,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033006800.0
10482,19102045102,2 vehicles,"$50,000-$74,999",No,2,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033005200.0
10483,19102045301,1 vehicle,"$25,000-$49,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033004700.0
10484,19102046301,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Female,Not currently employed,Some college,"Yes, has an intermediate or unrestricted license",53033005200.0
10485,19102046601,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061042005.0
10486,19102046602,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53061042005.0
10487,19102056601,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Vocational/technical training,"Yes, has an intermediate or unrestricted license",53053063100.0
10488,19102057301,1 vehicle,"$100,000 or more",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033009000.0
10489,19102057801,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Female,Self-employed,High school graduate,"No, does not have a license or permit",53033007700.0
10490,19102061201,3 vehicles,"$50,000-$74,999",No,2,2,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033021500.0
10491,19102061202,3 vehicles,"$50,000-$74,999",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033021500.0
10492,19102061203,3 vehicles,"$50,000-$74,999",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033021500.0
10493,19102061204,3 vehicles,"$50,000-$74,999",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033020300.0
10494,19102062001,1 vehicle,"$75,000-$99,999",No,1,0,65 years+,Male,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007100.0
10495,19102062701,2 vehicles,"Under $25,000",No,3,0,18-64 years,Female,Self-employed,High school graduate,"No, does not have a license or permit",53033001800.0
10496,19102062703,2 vehicles,"Under $25,000",No,3,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033001800.0
10497,19102066301,0 (no vehicles),Unknown,No,1,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"No, does not have a license or permit",53033008600.0
10498,19102071401,1 vehicle,"$25,000-$49,999",No,1,0,65 years+,Female,Self-employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033000401.0
10499,19102074701,1 vehicle,"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004900.0
10500,19102074702,1 vehicle,"$100,000 or more",Yes,2,0,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004900.0
10501,19102075701,2 vehicles,"$50,000-$74,999",No,2,0,65 years+,Female,Retired,Some college,"Yes, has an intermediate or unrestricted license",53033029306.0
10502,19102075702,2 vehicles,"$50,000-$74,999",No,2,0,65 years+,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033029306.0
10503,19102078801,1 vehicle,"$100,000 or more",No,2,2,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033004700.0
10504,19102078802,1 vehicle,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004700.0
10505,19102078803,1 vehicle,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033004700.0
10506,19102078804,1 vehicle,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033004700.0
10507,19102081601,1 vehicle,"$25,000-$49,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033000700.0
10508,19102081602,1 vehicle,"$25,000-$49,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033001200.0
10509,19102083001,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007000.0
10510,19102083002,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007000.0
10511,19102084701,1 vehicle,"$100,000 or more",Yes,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033003600.0
10512,19102084702,1 vehicle,"$100,000 or more",Yes,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033006300.0
10513,19102084703,1 vehicle,"$100,000 or more",Yes,2,1,Under 18 years,Female,Unknown,Unknown,Unknown,53033004900.0
10514,19102091801,1 vehicle,"$25,000-$49,999",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008002.0
10515,19102097001,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53053072308.0
10516,19102097002,2 vehicles,"$100,000 or more",No,2,1,18-64 years,Male,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53053071807.0
10517,19102097003,2 vehicles,"$100,000 or more",No,2,1,Under 18 years,Male,Unknown,Unknown,Unknown,53053072308.0
10518,19102099101,4 vehicles,Unknown,No,4,0,65 years+,Male,Retired,Some college,"Yes, has an intermediate or unrestricted license",53053071411.0
10519,19102099102,4 vehicles,Unknown,No,4,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53053071411.0
10520,19102099103,4 vehicles,Unknown,No,4,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53053071411.0
10521,19102099104,4 vehicles,Unknown,No,4,0,18-64 years,Female,Not currently employed,High school graduate,"Yes, has an intermediate or unrestricted license",53053071411.0
10522,19102100703,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033030801.0
10523,19102100704,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033030801.0
10524,19102107801,0 (no vehicles),"Under $25,000",No,1,0,18-64 years,Male,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53033009200.0
10525,19102112001,0 (no vehicles),"$100,000 or more",No,1,0,18-64 years,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007900.0
10526,19102113601,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033011001.0
10527,19102113602,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033011001.0
10528,19102113603,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033011001.0
10529,19102113604,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033011001.0
10530,19102114801,1 vehicle,"$25,000-$49,999",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033003200.0
10531,19102116001,0 (no vehicles),"$100,000 or more",Yes,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007300.0
10532,19102116201,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Associates degree,"Yes, has an intermediate or unrestricted license",53033009100.0
10533,19102116202,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033008600.0
10534,19102117501,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010600.0
10535,19102120001,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033021500.0
10536,19102120002,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Female,Not currently employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033021700.0
10537,19102120003,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53035090102.0
10538,19102120004,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53061051802.0
10539,19102125001,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53061053101.0
10540,19102125002,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061041601.0
10541,19102126801,1 vehicle,"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008400.0
10542,19102127901,0 (no vehicles),"$75,000-$99,999",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033003600.0
10543,19102128701,2 vehicles,"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033007200.0
10544,19102128702,2 vehicles,"$100,000 or more",Yes,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007200.0
10545,19102129901,2 vehicles,"$75,000-$99,999",Yes,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033031100.0
10546,19102129902,2 vehicles,"$75,000-$99,999",Yes,2,2,18-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033031100.0
10547,19102129903,2 vehicles,"$75,000-$99,999",Yes,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033031100.0
10548,19102129904,2 vehicles,"$75,000-$99,999",Yes,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033031100.0
10549,19102133701,1 vehicle,"$75,000-$99,999",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010500.0
10550,19102135701,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008200.0
10551,19102135702,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008400.0
10552,19102136801,0 (no vehicles),"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008002.0
10553,19102136802,0 (no vehicles),"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008002.0
10554,19102137301,2 vehicles,"$100,000 or more",No,2,0,65 years+,Male,Retired,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53035092000.0
10555,19102137302,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53035092000.0
10556,19102137701,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008100.0
10557,19102137702,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,Not currently employed,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033008100.0
10558,19102140001,2 vehicles,Unknown,No,2,2,18-64 years,Female,Self-employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007700.0
10559,19102140002,2 vehicles,Unknown,No,2,2,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007700.0
10560,19102140003,2 vehicles,Unknown,No,2,2,Under 18 years,Female,Unknown,Unknown,"Yes, has an intermediate or unrestricted license",53033002700.0
10561,19102140004,2 vehicles,Unknown,No,2,2,Under 18 years,Female,Unknown,Unknown,"Yes, has an intermediate or unrestricted license",53033007700.0
10562,19102142501,0 (no vehicles),"$25,000-$49,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"No, does not have a license or permit",53033008100.0
10563,19102144101,2 vehicles,"$50,000-$74,999",No,3,0,65 years+,Female,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53061051300.0
10564,19102144102,2 vehicles,"$50,000-$74,999",No,3,0,65 years+,Male,Retired,Associates degree,"Yes, has an intermediate or unrestricted license",53061051300.0
10565,19102144103,2 vehicles,"$50,000-$74,999",No,3,0,18-64 years,Male,"Employed part time (fewer than 35 hours/week, paid)",High school graduate,"No, does not have a license or permit",53061051300.0
10566,19102146501,2 vehicles,"$75,000-$99,999",No,2,0,65 years+,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033004400.0
10567,19102146502,2 vehicles,"$75,000-$99,999",No,2,0,65 years+,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033004400.0
10568,19102146601,2 vehicles,"$100,000 or more",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033006800.0
10569,19102150601,1 vehicle,Unknown,No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007300.0
10570,19102153601,1 vehicle,"Under $25,000",No,1,0,18-64 years,Male,Not currently employed,Some college,"Yes, has an intermediate or unrestricted license",53033000700.0
10571,19102154201,1 vehicle,"$100,000 or more",No,1,0,65 years+,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033000401.0
10572,19102157401,1 vehicle,"$75,000-$99,999",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033000401.0
10573,19102159501,0 (no vehicles),"$75,000-$99,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"No, does not have a license or permit",53033007401.0
10574,19102161702,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53053072308.0
10575,19102162501,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007200.0
10576,19102162502,1 vehicle,"$50,000-$74,999",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007200.0
10577,19102165301,1 vehicle,"$50,000-$74,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010300.0
10578,19102166501,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Male,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033032203.0
10579,19102166502,2 vehicles,"$100,000 or more",No,2,2,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033032214.0
10580,19102166503,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033032214.0
10581,19102166504,2 vehicles,"$100,000 or more",No,2,2,Under 18 years,Female,Unknown,Unknown,Unknown,53033032318.0
10582,19102166701,0 (no vehicles),"$100,000 or more",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008200.0
10583,19102177701,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033008002.0
10584,19102179901,2 vehicles,"$75,000-$99,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033005000.0
10585,19102179902,2 vehicles,"$75,000-$99,999",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005000.0
10586,19102182301,0 (no vehicles),"$100,000 or more",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033001300.0
10587,19102182701,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033028902.0
10588,19102182702,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033004900.0
10589,19102183301,1 vehicle,"$100,000 or more",No,1,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033007600.0
10590,19102184501,1 vehicle,"$100,000 or more",No,2,2,18-64 years,Female,Homemaker,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033001600.0
10591,19102184502,1 vehicle,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",53033001600.0
10592,19102184503,1 vehicle,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033001600.0
10593,19102184504,1 vehicle,"$100,000 or more",No,2,2,Under 18 years,Male,Unknown,Unknown,Unknown,53033001600.0
10594,19102190801,0 (no vehicles),"$75,000-$99,999",No,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033001200.0
10595,19102190901,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010701.0
10596,19102190902,2 vehicles,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033010701.0
10597,19102194501,1 vehicle,"$75,000-$99,999",Yes,1,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Some college,"Yes, has an intermediate or unrestricted license",53033008600.0
10598,19102195901,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004700.0
10599,19102195902,1 vehicle,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033004700.0
10600,19102196901,1 vehicle,"$75,000-$99,999",Yes,2,0,18-64 years,Female,Not currently employed,Bachelor degree,"Yes, has an intermediate or unrestricted license",53033006500.0
10601,19102196902,1 vehicle,"$75,000-$99,999",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033010300.0
10602,19102200401,0 (no vehicles),"$25,000-$49,999",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005200.0
10603,19102200402,0 (no vehicles),"$25,000-$49,999",Yes,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033005200.0
10604,19102201201,2 vehicles,"$75,000-$99,999",No,2,0,65 years+,Male,Retired,Bachelor degree,"Yes, has an intermediate or unrestricted license",53061053508.0
10605,19102201202,2 vehicles,"$75,000-$99,999",No,2,0,65 years+,Female,Retired,Some college,"Yes, has an intermediate or unrestricted license",53053073113.0
10606,19102201301,4 vehicles,"$100,000 or more",No,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",High school graduate,"Yes, has an intermediate or unrestricted license",53033029601.0
10607,19102203601,0 (no vehicles),"$100,000 or more",Yes,2,0,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"Yes, has a learner’s permit",53033007402.0
10608,19102203602,0 (no vehicles),"$100,000 or more",Yes,2,0,18-64 years,Female,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53033007402.0
10609,19102203901,3 vehicles,"$100,000 or more",No,2,2,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Bachelor degree,"Yes, has an intermediate or unrestricted license",53061050300.0
10610,19102205801,0 (no vehicles),"$100,000 or more",No,2,1,18-64 years,Male,"Employed full time (35+ hours/week, paid)",Graduate/post-graduate degree,"No, does not have a license or permit",53033028402.0
10611,19102205802,0 (no vehicles),"$100,000 or more",No,2,1,18-64 years,Female,Homemaker,Bachelor degree,"No, does not have a license or permit",53033005301.0
